,Age,AvgTransactionAmount,TransactionFrequency,SpendingOnGroceries,SpendingOnEntertainment,SpendingOnTravel,IncomeInvested,RetirementSaving,HouseBuying,EmergencyFund,CreditScore,TotalIncome,Gender_F,Gender_M,Occupation_Clerk,Occupation_Doctor,Occupation_Engineer,Occupation_Lawyer,Occupation_Nurse,Occupation_Teacher,PreferredInvestmentType_Bonds,PreferredInvestmentType_Mutual Funds,PreferredInvestmentType_Real Estate,PreferredInvestmentType_Stocks,InvestmentDuration_Long-term,InvestmentDuration_Short-term,RiskTolerance_High,RiskTolerance_Low,RiskTolerance_Medium,Cluster
156,41,982.4775193,9,230.5725384,256.4397211,219.3184287,0.480917849,1,1,1,481,35057.43607,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
157,26,991.6832297,5,310.8016305,198.2185739,221.8012234,0.340716054,0,0,1,489,35180.64949,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
158,25,264.8096834,12,330.4130266,421.6881256,143.2860759,0.276505884,1,0,0,709,41829.9957,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2
159,51,1031.297896,6,511.7170637,176.191328,398.3654148,0.596044936,1,1,0,713,97791.96099,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
160,30,1043.489771,2,346.7826466,202.1878584,299.7716815,0.492203206,0,0,1,563,42079.52021,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2
161,37,1083.325778,5,328.8126685,149.9261846,139.642671,0.48560019,1,1,1,575,42610.25677,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,2
162,28,328.5013477,17,240.6545039,206.907533,168.8892856,0.1943532,1,0,1,597,28193.02828,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
163,31,342.0139286,17,278.9231032,198.6995477,246.2491493,0.106951451,1,1,1,586,24697.50949,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
164,37,244.2579976,16,230.6934419,464.5892048,270.668335,0.204304143,0,0,0,780,40517.19791,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,2
165,33,368.8623503,15,199.658245,516.2379635,203.6643,0.199085975,0,1,0,811,32953.58956,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
166,24,191.562725,17,188.9501537,296.9958368,217.815922,0.183405915,0,1,0,520,35514.84999,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
167,33,356.8154469,17,305.5307388,217.3372143,179.4085961,0.195609462,1,1,1,582,33931.57801,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
168,32,227.8941438,13,269.585869,219.8090724,245.0638569,0.238807202,1,1,1,540,21254.33478,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
169,33,216.2098078,15,384.8287118,503.8591606,202.0017048,0.166897351,1,0,0,729,44163.68383,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2
170,23,282.9842728,12,288.9965838,253.4786223,174.2749559,0.24070224,0,1,1,734,27842.39236,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
171,31,405.433257,13,345.2706121,196.8431458,176.0977363,0.336336665,1,1,1,648,29240.41383,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
172,33,255.2226692,12,335.1519829,456.9847226,226.0946964,0.260347361,0,1,0,746,35842.23623,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
173,38,285.8342007,17,332.1465511,232.411412,203.6145409,0.167935192,1,1,1,570,29472.78807,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
174,33,294.2849624,16,343.0780253,189.8297516,170.405667,0.263138055,0,1,1,551,19597.46077,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
175,34,335.2320366,14,240.4325309,475.1816678,197.6797226,0.216371201,1,0,0,717,42956.97674,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2
176,26,324.5083251,15,283.059248,146.224583,153.6128518,0.236959482,1,0,0,563,29465.11025,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
177,38,255.8509317,18,215.8721375,233.7823613,194.1354786,0.134959049,1,0,1,626,33011.78303,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
178,21,292.0350407,11,323.600303,152.5573642,184.529073,0.093182111,1,0,1,524,23263.57213,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
179,39,190.074367,14,322.2707302,282.591225,159.6444153,0.124242752,1,1,1,688,38002.11981,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2
180,61,981.0757201,7,504.1627472,161.8913916,422.1868854,0.487887399,1,1,1,721,99148.83316,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
181,25,312.980955,16,296.1140346,210.8328644,216.3206707,0.206924209,1,1,1,609,37084.39713,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2
182,59,987.8010527,4,431.4949856,184.4665747,404.6091453,0.565013147,1,1,1,621,108989.4672,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
183,39,1037.260287,6,314.7921263,297.5308293,166.7773953,0.505477814,1,0,1,547,42647.24053,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
184,25,343.9865224,18,398.062381,206.3374904,306.5495203,0.303511251,0,1,1,524,24194.80311,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
185,64,913.7667218,4,584.46791,123.4542838,459.4426041,0.499937767,0,1,1,617,106643.0026,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
186,29,365.4540216,18,267.798956,236.8843179,228.8092469,0.228167914,1,0,1,583,31197.03747,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
187,27,328.6146856,15,327.7979567,98.93260054,198.4386098,0.238265862,1,1,1,625,34793.99599,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
188,18,316.8323054,13,315.9808451,257.6038931,141.8868583,0.196984698,1,1,1,639,26960.84693,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
189,38,271.2028247,17,324.9909936,417.9832056,273.0574914,0.245010116,1,0,0,769,40063.3027,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2
190,38,995.3775473,2,252.4393589,176.2472581,262.5912058,0.318195115,1,1,1,631,46584.07974,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2
191,15,347.8772408,16,317.1403429,188.3832121,186.1818928,0.21230563,1,1,1,525,27431.93735,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
192,34,237.4035083,10,291.0504691,489.8459431,297.7629761,0.184301389,1,0,0,727,36642.74183,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2
193,30,279.7863054,16,339.029866,205.6361888,189.0860931,0.251356989,1,0,1,545,29123.17931,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
194,41,230.1921368,14,275.491911,475.0821091,199.502969,0.23872674,0,0,1,653,37122.28716,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2
195,33,369.8794305,17,305.5493158,521.8668807,262.2235159,0.121099824,0,0,0,835,37574.74655,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2
196,32,1050.299398,3,329.7099713,189.6354231,179.0860326,0.414724594,1,0,0,550,44194.05328,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2
197,24,346.9765694,11,308.7154052,185.8567812,130.3197638,0.221776013,1,1,1,601,27154.6503,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
198,25,367.3860118,16,339.440724,147.1225919,62.99838076,0.131976443,1,1,1,520,23636.14868,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
199,33,303.8689146,11,326.6518428,493.5330671,186.6323421,0.235018918,0,1,0,836,40844.14753,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,2
200,33,1062.240108,8,386.898045,278.8011868,220.5769969,0.420112521,0,0,0,607,42949.64344,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2
201,29,261.839729,20,370.651022,107.1904635,121.2502601,0.167077932,1,1,1,591,34271.95642,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
202,44,270.7856769,14,294.882561,486.9641024,229.9857489,0.187899021,0,1,0,689,40336.30046,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2
203,34,202.0068499,12,351.55314,568.199616,238.6488045,0.16499834,0,1,0,770,42407.63125,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2
204,49,1006.191307,5,500.0583761,197.3945143,338.5546651,0.511482732,1,1,1,722,99093.20281,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
205,30,327.0317545,16,290.7667754,59.4776671,180.7826765,0.125801196,1,1,1,612,39130.62891,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2
206,48,1016.608349,5,260.9501612,303.9243626,234.056913,0.284414248,1,0,1,500,37071.14256,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2
207,65,1018.527748,3,427.7433346,214.6613751,343.805817,0.511988047,1,1,1,767,92601.9099,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
208,62,1046.411479,4,490.8424833,276.4674834,337.6409624,0.52352454,1,0,0,640,97673.50496,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
209,60,960.896944,6,471.1470312,265.0965233,399.1211394,0.474874604,0,1,0,693,94104.7016,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
210,27,220.2990355,12,359.4093585,512.8965213,138.1105979,0.261478161,0,0,0,766,33298.95516,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
211,60,1014.562556,4,465.4479454,186.140983,276.3119538,0.458790906,1,0,1,687,98361.88993,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
212,29,369.3214459,15,297.3728897,149.7501297,250.5752141,0.177382855,1,1,0,617,31890.33272,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
213,42,1055.895883,4,309.5074646,295.9403878,199.4427744,0.39372662,1,1,1,551,37683.71848,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2
214,29,429.3178686,15,299.1403766,474.1699413,137.6885558,0.173422322,0,0,0,721,35762.52664,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
215,60,1034.743661,5,503.4567748,228.345185,420.7432606,0.489551827,1,0,1,625,99405.54087,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
216,35,997.5101933,9,345.3779087,228.589169,243.1577078,0.418338459,0,1,1,458,35284.94554,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
217,31,304.9690629,15,315.7102565,430.7644619,206.6940473,0.2315889,0,0,0,815,45072.65943,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2
218,39,325.5503549,13,250.3946432,479.9852528,206.0915963,0.250160154,0,1,0,838,33595.23862,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
219,30,372.6174236,12,287.4018805,435.881553,101.6757888,0.146749602,0,0,0,766,30805.56431,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
220,37,961.3392102,6,260.4374057,127.937591,102.590429,0.371163547,1,0,1,560,45275.46675,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2
221,60,946.070445,4,528.1416829,216.0472948,409.4449678,0.521697066,1,0,1,701,96174.35198,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
222,71,912.1160509,6,564.6333051,212.7432601,464.664867,0.591303565,1,1,1,726,104822.1236,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
223,49,1013.373143,6,497.661174,217.3536094,467.3065723,0.488403043,1,1,1,732,100917.4268,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
224,29,236.8633205,13,259.2450489,216.6005515,164.5210678,0.299535152,0,1,1,668,24541.20045,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
225,20,376.7758682,15,273.6461166,198.0566708,154.3861126,0.162854054,0,0,1,620,34189.91308,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
226,26,301.8601403,14,241.2165455,506.8813552,288.3390565,0.176275838,0,1,0,670,34468.13578,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
227,64,1017.491245,6,463.5711088,269.1112151,394.0096471,0.525112753,1,1,1,711,92671.63881,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
228,25,367.4845833,17,334.5927158,142.4921294,190.740768,0.189565269,1,1,1,564,32396.85278,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
229,27,934.125041,4,252.7857376,213.2174249,244.9474898,0.385599197,1,1,1,410,35896.9443,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
230,39,247.6022687,16,348.7375613,576.9596309,161.433449,0.230163415,0,1,0,748,36247.51976,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2
231,41,265.5189884,13,326.574519,190.7207681,211.9140609,0.25228852,1,0,1,530,26501.97947,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
232,33,933.5731869,5,288.4196712,179.7179472,217.5301146,0.358439515,1,1,1,465,39983.35256,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2
233,64,988.5178774,6,575.1910424,163.5796274,345.8326326,0.482272559,1,1,1,810,97372.94422,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
234,27,341.2003652,17,348.3925278,212.7425726,182.1917677,0.195558244,1,1,1,652,31021.85049,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
235,33,198.4244162,13,276.3415797,414.9002754,238.4778861,0.194051162,0,0,0,697,41279.58854,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2
236,31,396.9173363,16,288.4210462,289.4279503,169.4514776,0.145514792,1,1,1,485,28249.73419,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
237,38,963.4788111,5,360.8902886,208.5393407,120.5640827,0.399689727,0,0,1,444,39876.6862,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2
238,41,1028.890639,7,209.3486974,220.3335877,190.5230014,0.451720996,0,1,1,618,32423.1543,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
239,35,943.2780741,3,269.1868551,221.6320074,208.7752443,0.327839788,1,0,1,516,25107.8371,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
240,37,1019.244136,3,282.2196908,254.181553,191.6600444,0.395379303,1,0,1,574,40980.84462,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2
241,59,1044.42642,5,477.1374276,129.8402112,379.1645263,0.491822851,0,1,1,707,98279.05588,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
242,60,988.9375323,7,389.7097291,253.085063,491.8161327,0.494822981,1,1,1,709,101462.137,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
243,38,311.8395937,15,233.2487262,436.3347157,173.7131555,0.243102332,0,1,1,724,39447.85065,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2
244,31,313.9120609,15,258.5254672,543.7603339,237.4748899,0.255434954,0,1,0,763,42014.25455,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2
245,60,949.535388,6,477.222952,295.1151217,448.6675838,0.477342065,1,1,1,706,95022.0903,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
246,39,255.4807968,18,279.4147946,543.0716297,232.1668981,0.129512802,0,0,0,735,48573.16667,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2
247,65,1058.09498,6,564.3026368,140.5223711,407.5106033,0.497975635,1,0,0,654,96072.79057,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
248,25,305.0200521,14,367.3876052,267.7710725,253.3563174,0.169119276,0,1,1,558,34075.92247,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
249,65,1020.634922,6,435.3773869,153.2663023,372.2343412,0.498081799,1,1,1,727,106124.661,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
250,35,220.4665712,15,302.5535273,594.9711043,250.7345608,0.202707537,1,0,0,786,34018.58233,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
251,24,244.2209902,12,246.4261142,219.8686197,249.5409375,0.137980621,1,1,1,650,20928.13102,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
252,31,974.5792812,5,310.8566725,197.5243315,240.4025848,0.420814221,1,0,1,612,32225.85234,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
253,32,301.148654,12,263.3935672,475.233753,186.3556413,0.209273851,1,1,0,793,38831.74138,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2
254,41,1033.700944,2,222.190134,92.06998445,248.6894886,0.40868189,0,1,1,610,32039.63927,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
255,32,225.2120557,15,328.7515137,474.7202555,241.0754577,0.098981904,0,0,1,810,43454.10233,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2
256,36,258.430698,13,248.8565811,469.5978114,146.4455629,0.119374238,1,0,1,779,32932.515,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
257,69,939.1388603,6,583.494995,139.4787133,433.8587221,0.488677567,1,1,1,655,89974.81924,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
258,68,896.7255016,5,501.1764007,156.5457134,322.2681474,0.453109193,0,0,0,706,94706.39773,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
259,58,1120.222417,1,522.5330224,211.7679786,429.6181433,0.559509978,1,1,0,716,97105.31269,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
260,36,238.5481264,15,206.8919879,485.0791376,274.1336853,0.243151347,0,0,0,730,34967.22687,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1
261,34,261.359102,11,306.5300162,210.2414556,154.0776433,0.168218022,1,0,1,643,26398.71051,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
262,32,233.3048705,16,425.5436898,218.7749498,289.4337722,0.132230382,0,0,1,598,34296.08539,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
263,23,284.0444715,17,264.7395977,222.6941528,246.4923242,0.206084404,1,1,1,579,32715.09846,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
264,35,284.0040787,18,318.0584385,492.2597618,177.527788,0.194148656,0,0,0,784,39613.94349,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2
265,27,1012.2958,9,292.8977045,214.3528938,191.7045433,0.414107076,0,1,1,555,43489.80737,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2
266,38,293.4893609,13,381.4188979,455.2108297,228.8722661,0.194509665,0,1,1,768,35812.13935,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
267,59,972.3940109,1,496.5232473,239.7330865,417.3837798,0.554661954,1,0,1,810,100762.2904,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
268,24,302.9100552,12,371.4079212,226.3654926,199.2188211,0.24949885,1,1,1,624,36305.3356,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2
269,58,1045.252973,4,529.8137083,203.6976765,367.4938901,0.58132309,0,1,1,739,103329.0214,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
270,57,1034.405285,5,505.9207614,190.8205065,394.4269842,0.450889717,1,1,1,698,104393.8769,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
271,35,1001.277588,6,336.9391253,136.7356984,290.5677669,0.410567512,1,1,1,484,31154.32158,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
272,32,301.8686029,16,187.4921489,221.7808494,214.0756218,0.244283769,1,1,1,622,27517.60307,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
273,27,306.6340993,17,294.7946961,113.5480298,282.4626479,0.248288352,1,0,0,530,25271.91531,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
274,35,265.0288746,11,290.1214725,252.6582788,166.0270048,0.228676431,1,0,1,647,29273.8256,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
275,29,963.750616,7,293.2043414,254.2966382,269.6221611,0.410323592,0,0,1,585,43886.27128,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2
276,36,1013.854411,3,297.41627,269.9733451,261.0957116,0.376901761,1,1,1,620,43263.42127,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2
277,64,1009.481035,5,557.7312877,201.3441148,476.3294935,0.451366617,1,1,0,533,105411.7237,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
278,33,156.3812382,14,231.9216204,420.6721847,273.8309824,0.220810508,0,1,0,723,37206.80531,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,2
279,37,247.2221319,13,254.873049,236.1955712,182.477934,0.12826088,1,1,1,633,29796.67807,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1
280,39,1016.144608,6,268.8114714,156.3475751,104.028192,0.416414114,0,1,1,515,41912.38794,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
281,26,292.6700113,14,250.272826,152.4940454,188.9503581,0.173964804,1,1,1,681,29315.73863,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
282,39,366.9400029,13,291.2634538,131.3990104,201.8258727,0.248976213,1,1,1,602,31373.55751,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
283,52,1043.98034,3,564.8360308,199.4104407,389.2554216,0.470791535,1,1,1,663,104098.2598,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
284,36,300.0067782,16,275.1249853,567.1943424,186.6226409,0.170789518,0,0,0,714,40857.01991,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2
285,59,993.4516436,1,538.1737976,221.8691592,395.4887616,0.389755491,1,1,0,722,100715.0115,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
286,27,1005.038527,4,280.4762822,198.86606,248.8089671,0.432347618,1,1,1,524,38936.85419,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2
287,33,1065.965678,4,246.4352751,208.085457,229.1639242,0.516759413,0,0,1,510,40965.5837,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
288,32,953.97794,5,329.0737266,262.8879396,99.88398061,0.381592532,0,1,1,513,50137.83183,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2
289,32,952.3378936,7,212.1830847,234.1380149,263.3013636,0.309108956,1,0,1,630,41856.01147,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2
290,67,989.0901177,2,527.0196665,155.6545007,356.9430948,0.561124318,1,1,1,731,104541.2901,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
291,60,955.9057707,3,516.8748708,169.3565657,366.1513985,0.546190241,0,1,1,688,98805.16874,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
292,42,964.5668133,5,283.054465,202.2370389,216.1275439,0.477358616,0,0,1,522,39286.52505,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
293,33,945.4293136,5,382.368319,145.3692685,210.0445725,0.406895268,0,0,1,493,44344.38898,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2
294,23,322.7858904,18,206.7685585,189.9733526,151.4782222,0.205012585,1,0,1,530,29870.40453,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
295,26,272.0737289,13,230.6471497,152.0323994,135.7147227,0.208683299,1,1,1,578,25939.91707,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
296,60,1103.390508,9,383.909244,254.439233,411.3283653,0.423081293,1,1,1,684,99667.71231,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
297,35,1010.820366,2,271.0171121,198.3598047,176.163767,0.488788759,1,0,1,553,41489.42987,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2
298,33,377.5089835,10,271.6716037,493.9194143,171.5341289,0.267328668,0,0,0,741,38783.37474,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2
299,28,366.5822832,16,315.2102205,250.373916,189.5882626,0.309753772,1,1,1,635,34900.86088,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
300,25,338.0310075,19,232.3021665,193.357462,247.3897813,0.228891107,1,0,1,682,28199.7108,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
301,31,247.9382241,12,269.2883897,188.175614,118.8536025,0.10596426,0,0,1,576,42283.49461,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,2
302,26,1033.550052,5,307.1169882,91.52293698,253.8531986,0.402504111,0,0,1,599,33480.16229,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
303,43,916.1918823,6,329.1582425,175.450211,249.1267002,0.422531883,1,0,1,571,46090.3667,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2
304,40,412.1252241,16,266.7287024,569.8584834,209.8930118,0.153954048,0,1,0,671,34237.04336,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1
305,30,384.4590325,17,278.0614829,171.9434333,10.28513934,0.257025909,1,1,1,559,33119.47534,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
306,33,319.414864,13,264.7228548,307.2292727,202.3998546,0.254302828,0,1,1,570,35144.0529,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
307,41,940.8274469,4,317.6053065,164.4398463,141.2940558,0.310674575,0,1,1,604,45058.88059,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2
308,20,252.5231888,12,345.6992219,117.8817209,115.8013923,0.061324385,1,0,1,572,32732.97013,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
309,58,1076.753645,3,467.2908138,158.340876,391.99566,0.507277809,0,1,1,711,101577.7593,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
310,60,903.2513623,4,469.3283213,215.5784104,358.3498637,0.593057125,1,1,1,708,96734.06065,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
311,61,912.6437866,5,547.6667353,204.4476415,359.2021564,0.488724713,0,1,0,690,99822.64863,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
312,33,328.0343788,18,243.2238719,278.5918853,260.1754361,0.301210217,0,1,1,451,33391.21985,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
313,35,375.0792551,13,319.768669,232.5677954,197.7752329,0.175380071,1,0,1,554,29140.69036,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
314,55,1049.251682,0,423.6870253,221.1437296,377.1730826,0.510902125,1,1,1,765,94906.27632,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
315,34,240.5604759,14,261.8258377,543.2060719,272.4672949,0.181288014,0,0,0,787,44420.2472,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,2
